"Comment ID","Reply to Which Comment","User ID","Username","Nick Name","Comment","Comment Time","Digg Count","Author Digged","Reply Count","Pinned to Top","User Homepage"
"=""7361142142113186602""","","=""7021608990233576453""","lwms22","🐸L I S A","Nobody leaves a note anymore.","23/04/2024, 21:11:39","116","No","49","No","https://www.tiktok.com/@lwms22"
"=""7361142951739474730""","=""7361142142113186602""","=""6874720409079415814""","flirtingwithvegan","Flirting With Vegan","they said she left a note","23/04/2024, 21:14:43","88","No","","","https://www.tiktok.com/@flirtingwithvegan"
"=""7361148356820763425""","=""7361142142113186602""","=""6981858827315807238""","lytqlr","em","people do leave notes??? like all the time","23/04/2024, 21:35:22","75","No","","","https://www.tiktok.com/@lytqlr"
"=""7361155601223861035""","=""7361142142113186602""","=""6864230063895102469""","rainbow_vyxen","Kristy Finkle","I leave notes for my kids all the time telling them information or where I’m at.","23/04/2024, 22:03:52","5","No","","","https://www.tiktok.com/@rainbow_vyxen"
"=""7361143948674466590""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","EXACTLY….. no one writes anymore…. So I’m assuming it was a boomer who killed her… CAUSE WHO DOESNT HAVE A CELL PHONE TO EMAIL/TEXT!?!?!","23/04/2024, 21:18:20","9","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361144336376333061""","=""7361142142113186602""","=""6734042747185873926""","malenabozzini","Malena","??????","23/04/2024, 21:19:56","65","No","","","https://www.tiktok.com/@malenabozzini"
"=""7361144397584892718""","=""7361142142113186602""","=""6804959450623394822""","chiaranicolegero","Chiara Nicole","Take a deep breath… and consider she might have left a note. Let’s try to mourn her without being conspiratorial.","23/04/2024, 21:20:32","124","No","","","https://www.tiktok.com/@chiaranicolegero"
"=""7361144472493409067""","=""7361142142113186602""","=""6640123092427374597""","velvetghosts","𝔳𝔢𝔩𝔳𝔢𝔱𝔤𝔥𝔬𝔰𝔱𝔰","this is so insensitive lol, tons of people don’t leave a note. My brother didn’t. It just depends on the persons mindset and motive.","23/04/2024, 21:20:39","38","No","","","https://www.tiktok.com/@velvetghosts"
"=""7361144685765559046""","=""7361142142113186602""","=""6829636417837351941""","donitadonsdale_ck","Donita Donsdale","Am surprised pipo believe she did it herself 😳","23/04/2024, 21:21:12","0","No","","","https://www.tiktok.com/@donitadonsdale_ck"
"=""7361144679189807918""","=""7361142142113186602""","=""6779662359368762373""","phxrobb","cash cow","What? Get help","23/04/2024, 21:21:25","13","No","","","https://www.tiktok.com/@phxrobb"
"=""7361145325782172422""","=""7361142142113186602""","=""7348935371415700485""","polly.pocket0016","Polly.Pocket","I’m so sorry for your loss. 💔","23/04/2024, 21:23:38","2","No","","","https://www.tiktok.com/@polly.pocket0016"
"=""7361145343058428704""","=""7361142142113186602""","=""6836750378344875014""","the.devils_advocate","The.devils_advocate","You my friend are very ill","23/04/2024, 21:23:45","7","No","","","https://www.tiktok.com/@the.devils_advocate"
"=""7361146066388370219""","=""7361142142113186602""","=""6914411915638178821""","wethotshame","Wethotshame","Dude.... Stop.","23/04/2024, 21:26:54","4","No","","","https://www.tiktok.com/@wethotshame"
"=""7361146183816282911""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","Well I’m not talking about YOUR brother am I?!?!?! 🤔","23/04/2024, 21:27:10","0","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361146370721415966""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","Did I state facts? OR MY OPINION?!?! 🤔","23/04/2024, 21:27:42","0","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361146632223605535""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","Let’s say you go first and if it works out THEN I shall decide. 🫡","23/04/2024, 21:28:38","0","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361146975360533279""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","Isn’t it great how OPINIONS work?!?! Wow! So happy I can say whatever I want. 🤭","23/04/2024, 21:30:12","0","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361147355771011870""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","Scroll on past…it’s easy. I wrote my opinion, if you don’t like it…. Scroll… easy as 1+1… right?","23/04/2024, 21:31:34","0","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361147864904794926""","=""7361142142113186602""","=""6804959450623394822""","chiaranicolegero","Chiara Nicole","Absolutely you can. I’m just saying - sometimes it’s best to take a breath and realize you might be doing too much. I hope that helps!","23/04/2024, 21:33:40","5","No","","","https://www.tiktok.com/@chiaranicolegero"
"=""7361148353734869791""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","Maybe,🤔 just maybe you worry about me too much. I mean we have never even met, but if you care so much maybe we should? 🤭","23/04/2024, 21:35:33","0","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361148861664035627""","=""7361142142113186602""","=""499181""","babyjulx","juliet","you guys all need help 🙏🏼","23/04/2024, 21:37:31","2","No","","","https://www.tiktok.com/@babyjulx"
"=""7361149096160658206""","=""7361142142113186602""","=""6774553171954025477""","devvin.g","Devin<3","what","23/04/2024, 21:38:33","2","No","","","https://www.tiktok.com/@devvin.g"
"=""7361149558009709358""","=""7361142142113186602""","=""7030259108964910085""","user61846492634","r","conspiracy theories have absolutely rotted your brain. listen to yourself","23/04/2024, 21:40:27","3","No","","","https://www.tiktok.com/@user61846492634"
"=""7361149928251523873""","=""7361142142113186602""","=""6827342471514719238""","jordhubxo","Jord","well I have a phone but would leave a note.... a note is to be found with you not searched for? if you received an email from someone about to kill themselves how would you react?","23/04/2024, 21:41:36","1","No","","","https://www.tiktok.com/@jordhubxo"
"=""7361151851398480671""","=""7361142142113186602""","=""6579066757189304325""","weed.m0mmy","can i be adam sanders kid","ur online so much, your screen time is almost matching a weeks work hours i bet","23/04/2024, 21:49:07","1","No","","","https://www.tiktok.com/@weed.m0mmy"
"=""7361152283088569093""","=""7361142142113186602""","=""6829636417837351941""","donitadonsdale_ck","Donita Donsdale","U tell me","23/04/2024, 21:50:42","1","No","","","https://www.tiktok.com/@donitadonsdale_ck"
"=""7361152745213510431""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","Are you paying my bills? I would probably worry about your family more- rather than a strangers working hours.","23/04/2024, 21:52:39","1","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361157095503233822""","=""7361142142113186602""","=""6777888116885423110""","daphinella","🪷","Girl bye.","23/04/2024, 22:09:32","1","No","","","https://www.tiktok.com/@daphinella"
"=""7361157765115380526""","=""7361142142113186602""","=""6786102032777872390""","tripst4r","jor","this has to be a joke bruh u r so brain rotted","23/04/2024, 22:12:09","0","No","","","https://www.tiktok.com/@tripst4r"
"=""7361158774035350318""","=""7361142142113186602""","=""6640123092427374597""","velvetghosts","𝔳𝔢𝔩𝔳𝔢𝔱𝔤𝔥𝔬𝔰𝔱𝔰","thank you 🤍🥺","23/04/2024, 22:16:01","0","No","","","https://www.tiktok.com/@velvetghosts"
"=""7361159056206299947""","=""7361142142113186602""","=""6640123092427374597""","velvetghosts","𝔳𝔢𝔩𝔳𝔢𝔱𝔤𝔥𝔬𝔰𝔱𝔰","you said “no one writes anymore” so who exactly were you talking about with such a generalized statement? Eva left one.","23/04/2024, 22:17:13","0","No","","","https://www.tiktok.com/@velvetghosts"
"=""7361159429088297758""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","I’m sure- just as much as you are. Bet you can’t count to 100 without using your fingers and toes. Ohh, look at us “assuming”..😂 such fun.","23/04/2024, 22:18:30","0","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361160051297862446""","=""7361142142113186602""","=""7054249384510489605""","barbicouture","💋","Bro huh","23/04/2024, 22:21:05","0","No","","","https://www.tiktok.com/@barbicouture"
"=""7361160979092587307""","=""7361142142113186602""","=""7122650046202184747""","froggyloves_","Alexander","Lmao I wish I could see a therapist react to ur replies because its clear you’re not okay in the head","23/04/2024, 22:24:34","0","No","","","https://www.tiktok.com/@froggyloves_"
"=""7361162632428061471""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","You cannot possibly not understand that?!? Go ahead sound out the letters and come back tomorrow. Reading is fundamental. 🤭","23/04/2024, 22:30:47","0","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361163882096526110""","=""7361142142113186602""","=""6618006324046184454""","mar.ta.1","MarMar","No? Who says? YOU? 😂😂😂 Well, I can’t wait to see what life will throw at you and how you will handle it. Bet it’ll be a real circus.","23/04/2024, 22:35:42","0","No","","","https://www.tiktok.com/@mar.ta.1"
"=""7361164641894122282""","=""7361142142113186602""","=""7122650046202184747""","froggyloves_","Alexander","👍","23/04/2024, 22:38:41","0","No","","","https://www.tiktok.com/@froggyloves_"
"=""7361148158695965472""","=""7361142142113186602""","=""7154498158683685894""","itmustbeniceee","Blueberryrazz01","Oh yeah ? Do you think death is also a trend ? Do you think this is a clothing trend ?","23/04/2024, 21:34:45","3","No","","","https://www.tiktok.com/@itmustbeniceee"
"=""7361145046312682248""","=""7361142142113186602""","=""6784992660765508613""","clinttaylor8","dazzlednconfused","You watch way to much tv shows","23/04/2024, 21:22:39","3","No","","","https://www.tiktok.com/@clinttaylor8"
"=""7361142868457112351""","=""7361142142113186602""","=""6911474310260409350""","pretty_devil_boy","Oskar","Apparently she did !.","23/04/2024, 21:14:13","2","No","","","https://www.tiktok.com/@pretty_devil_boy"
"=""7361156290381759262""","=""7361142142113186602""","=""7181649604558439470""","boooooooooooooom6","boooooooooooooom6","I’m a 10 year paramedic, Yes, yes they do. I’ve read plenty.","23/04/2024, 22:06:22","1","No","","","https://www.tiktok.com/@boooooooooooooom6"
"=""7361152380463072030""","=""7361142142113186602""","=""6757753779728778245""","chronically_tori00","(っ◔◡◔)っ tori 🧡🤍💖","Smartest true crime girlie","23/04/2024, 21:51:02","1","No","","","https://www.tiktok.com/@chronically_tori00"
"=""7361146263553327904""","=""7361142142113186602""","=""6891522503589954565""","queenofdlsaster","carla","I would","23/04/2024, 21:27:29","1","No","","","https://www.tiktok.com/@queenofdlsaster"
"=""7361165124281287457""","=""7361142142113186602""","=""6805095000251515905""","camisha_m","Camisha 🎀","Only The chronically online think that","23/04/2024, 22:40:33","0","No","","","https://www.tiktok.com/@camisha_m"
"=""7361161565237723934""","=""7361142142113186602""","=""7010185621692744710""","hhujjfrryhuh","Jitdvkitgbkiudsghkkoooooo","Yes they do what","23/04/2024, 22:26:37","0","No","","","https://www.tiktok.com/@hhujjfrryhuh"
"=""7361159976386282271""","=""7361142142113186602""","=""6922052093042492421""","amyistryingstuff","Amy","She did.","23/04/2024, 22:20:37","0","No","","","https://www.tiktok.com/@amyistryingstuff"
"=""7361159656796832554""","=""7361142142113186602""","=""6782777786165298181""","ieatboys69","livi🎀","yes they do bro seek help","23/04/2024, 22:19:33","0","No","","","https://www.tiktok.com/@ieatboys69"
"=""7361155699466208030""","=""7361142142113186602""","=""7226160938280305707""","whitesshouldropem","user8529348338460","Cus nobody cares about your final thoughts. Just turn the lights off and leave the world behind","23/04/2024, 22:03:55","0","No","","","https://www.tiktok.com/@whitesshouldropem"
"=""7361153488393470763""","=""7361142142113186602""","=""6968418444195562502""","hashidos2","CarlBismark","💀 Yeah? all your friends are dead or what?","23/04/2024, 21:55:38","0","No","","","https://www.tiktok.com/@hashidos2"
"=""7361153497499550495""","=""7361142142113186602""","=""6563933972216250373""","merylstreaks","mustache","what, is it not ""trendy"" to leave notes anymore? weird ass comment","23/04/2024, 21:55:30","0","No","","","https://www.tiktok.com/@merylstreaks"
"=""7361148437683258142""","=""7361142142113186602""","=""7013429135788114950""","coperville","Tinydancer","lmfao","23/04/2024, 21:35:50","0","No","","","https://www.tiktok.com/@coperville"
"=""7361141708806996737""","","=""7191498909477291014""","alliyahhhhhh__","alliyahhhhhh","You can never know when someone is truly hurting:(","23/04/2024, 21:09:41","1950","No","3","No","https://www.tiktok.com/@alliyahhhhhh__"
"=""7361152713911255839""","=""7361141708806996737""","=""7226160938280305707""","whitesshouldropem","user8529348338460","LOL girl bye 🙏💀","23/04/2024, 21:52:32","0","No","","","https://www.tiktok.com/@whitesshouldropem"
"=""7361153104023634689""","=""7361141708806996737""","=""7191498909477291014""","alliyahhhhhh__","alliyahhhhhh","don’t know what’s funny but you do you:/","23/04/2024, 21:54:28","28","No","","","https://www.tiktok.com/@alliyahhhhhh__"
"=""7361155988718781200""","=""7361141708806996737""","=""7056617728942490625""","fabfairy24","moonie","Don’t be shy show your face 💀","23/04/2024, 22:05:31","11","No","","","https://www.tiktok.com/@fabfairy24"
"=""7361150772014580523""","","=""7249145918801544238""","zoeydragonxx","ig-zoeyxdragon🐉","Seems very suspicious 🤨","23/04/2024, 21:44:54","500","No","33","No","https://www.tiktok.com/@zoeydragonxx"
"=""7361157790813029151""","=""7361150772014580523""","=""6618337925447057413""","danhalensghost","_","how???? can people not just kill themselves anymore???","23/04/2024, 22:12:01","116","No","","","https://www.tiktok.com/@danhalensghost"
"=""7361158503224247086""","=""7361150772014580523""","=""6762983681381598213""","iranoutofeyecream","good idea","1000% this has some extremely odd vibes","23/04/2024, 22:14:54","1","No","","","https://www.tiktok.com/@iranoutofeyecream"
"=""7361155621872337695""","=""7361150772014580523""","=""7020880709591303174""","iamkayb25","Kay💋","💯","23/04/2024, 22:03:43","0","No","","","https://www.tiktok.com/@iamkayb25"
"=""7361159205040374570""","=""7361150772014580523""","=""6782777786165298181""","ieatboys69","livi🎀","pipe down","23/04/2024, 22:17:40","5","No","","","https://www.tiktok.com/@ieatboys69"
"=""7361154431423775534""","=""7361150772014580523""","=""6991306978157626374""","ssarzhh","s","can yall just shut up abt the conspiracies for once and just be respectful","23/04/2024, 21:59:08","161","No","","","https://www.tiktok.com/@ssarzhh"
"=""7361155487297422122""","=""7361150772014580523""","=""6973445408082019333""","username1wastaken","Tyler","Someone had to say it😭","23/04/2024, 22:03:16","9","No","","","https://www.tiktok.com/@username1wastaken"
"=""7361159349034615594""","=""7361150772014580523""","=""6782777786165298181""","ieatboys69","livi🎀","no tyler, u guys arent fbi agents u js watch too much true crime docs. ppl kts sometimes!","23/04/2024, 22:18:10","11","No","","","https://www.tiktok.com/@ieatboys69"
"=""7361161066070278954""","=""7361150772014580523""","=""6685026578549998597""","omwiz","✯","i don’t think they were agreeing with the original commenter, but with the person saying not to turn everything into a conspiracy","23/04/2024, 22:25:04","2","No","","","https://www.tiktok.com/@omwiz"
"=""7361162283325506350""","=""7361150772014580523""","=""6782777786165298181""","ieatboys69","livi🎀","i think they also mightve meant that someone ""had"" to say it seems suspicious","23/04/2024, 22:29:43","0","No","","","https://www.tiktok.com/@ieatboys69"
"=""7361162675894289194""","=""7361150772014580523""","=""6685026578549998597""","omwiz","✯","it could be either or, but i feel like if they replied that to the original commenter then yeah they’d be agreeing","23/04/2024, 22:31:11","0","No","","","https://www.tiktok.com/@omwiz"
"=""7361153676864160554""","=""7361150772014580523""","=""6540345561613079552""","niiiy.a","niya","here y'all go","23/04/2024, 21:56:22","221","No","","","https://www.tiktok.com/@niiiy.a"
"=""7361156756263027487""","=""7361150772014580523""","=""7205617171727565870""","clock_cleaner_","jtoe","Right wtf is wrong with people","23/04/2024, 22:08:04","37","No","","","https://www.tiktok.com/@clock_cleaner_"
"=""7361154571563336478""","=""7361150772014580523""","=""6807492902714098694""","xo.xo__7","🍯","Stop it you’re not an fbi agent","23/04/2024, 21:59:37","44","No","","","https://www.tiktok.com/@xo.xo__7"
